product,original_price,selling_price,category,source,rating,main_category,discount,price_range
"Srushti Art Jewelry Megnet_Led_Sport_BlackRed1 Digital Watch  - For Men, Women, Boys, Girls",799.0,200.0,"[""Watches >> Wrist Watches >> Srushti Art Jewelry Wrist Watches""]",Flipkart,,Watches,74.96871088861077,Budget
"Q&Q VQ13-008 Analog Watch  - For Girls, Boys",585.0,526.0,"[""Watches >> Wrist Watches >> Q&Q Wrist Watches""]",Flipkart,,Watches,10.085470085470085,Economy
"Escort E-1700-906_Blk Analog Watch  - For Men, Boys",1925.0,1829.0,"[""Watches >> Wrist Watches >> Escort Wrist Watches""]",Flipkart,,Watches,4.987012987012987,Mid-Range
Roxy Boots,19995.0,9997.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,50.00250062515629,Luxury
Lee Men's Jeans,2699.0,1619.0,"[""Clothing >> Men's Clothing >> Jeans >> Lee Jeans""]",Flipkart,,Clothing,40.01482030381623,Mid-Range
Bruno Manetti 676 Boots,2999.0,1199.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,60.02000666888962,Mid-Range
"Estilo 1056 Analog Watch  - For Boys, Men",1299.0,299.0,"[""Watches >> Wrist Watches >> Estilo Wrist Watches""]",Flipkart,,Watches,76.98229407236336,Budget
Jack klein BlackLed Digital Watch  - For Boys,999.0,150.0,"[""Watches >> Wrist Watches >> Jack klein Wrist Watches""]",Flipkart,,Watches,84.98498498498499,Budget
"North Moon IW-005-FK Silicone Ion Digital Watch  - For Boys, Girls, Women",235.0,150.0,"[""Watches >> Wrist Watches >> North Moon Wrist Watches""]",Flipkart,,Watches,36.17021276595745,Budget
Foot Candy Boots,2899.0,1699.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,41.393583994480856,Mid-Range
Credos Boots,4499.0,3499.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,22.22716159146477,Premium
"Rich Club Apple Shaped LED Digital Watch  - For Boys, Girls",999.0,149.0,"[""Watches >> Wrist Watches >> Rich Club Wrist Watches""]",Flipkart,,Watches,85.08508508508508,Budget
"Skmei AD1031-Black Formal Analog-Digital Watch  - For Men, Boys",2499.0,1699.0,"[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",Flipkart,,Watches,32.01280512204882,Mid-Range
"Kms Ironman_Look_Led_Black11 Digital Watch  - For Men, Women, Girls, Boys",1395.0,350.0,"[""Watches >> Wrist Watches >> Kms Wrist Watches""]",Flipkart,,Watches,74.91039426523297,Budget
Anand Archies Boots,499.0,499.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,0.0,Budget
Magnum Footwear Lifestyle Boots,2999.0,1899.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,36.67889296432144,Mid-Range
Swag 670038 Analog Watch  - For Boys,2499.0,899.0,"[""Watches >> Wrist Watches >> Swag Wrist Watches""]",Flipkart,,Watches,64.02561024409763,Economy
Bonzer Boots,999.0,499.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,50.050050050050054,Budget
Roadster Skinny Fit Fit Men's Jeans,2499.0,1249.0,"[""Clothing >> Men's Clothing >> Jeans >> Roadster Jeans""]",Flipkart,,Clothing,50.020008003201276,Mid-Range
Selfie Black Denim Boots,1000.0,499.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,50.1,Budget
Steppings Boots Boots,3199.0,2559.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,20.006251953735543,Premium
"Q&Q LLA2-213 Digital Watch  - For Boys, Girls",645.0,645.0,"[""Watches >> Wrist Watches >> Q&Q Wrist Watches""]",Flipkart,,Watches,0.0,Economy
Belle Gambe Winter Boots,3499.0,1695.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,51.55758788225208,Mid-Range
"Hala Red In Black trendy digital Digital Watch  - For Boys, Girls, Men",399.0,159.0,"[""Watches >> Wrist Watches >> Hala Wrist Watches""]",Flipkart,,Watches,60.150375939849624,Budget
"Franck Bella FB74C Analog Watch  - For Boys, Men",1299.0,780.0,"[""Watches >> Wrist Watches >> Franck Bella Wrist Watches""]",Flipkart,,Watches,39.95381062355658,Economy
Carlton London Boots,2295.0,2295.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,0.0,Mid-Range
Ridas Apl_led_black Apple Shape Digital Watch  - For Boys,349.0,249.0,"[""Watches >> Wrist Watches >> Ridas Wrist Watches""]",Flipkart,,Watches,28.653295128939828,Budget
La Briza Andria Boots,2099.0,2099.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,0.0,Mid-Range
"Skmei 1070BLK Sports Analog-Digital Watch  - For Men, Boys",2345.0,1179.0,"[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",Flipkart,,Watches,49.72281449893391,Mid-Range
"Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys",1799.0,1199.0,"[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",Flipkart,,Watches,33.35186214563646,Mid-Range
Urban Country Ladies Boots,3299.0,1650.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,49.98484389208851,Mid-Range
Now SP-ETHNIC Analog Watch  - For Boys,600.0,600.0,"[""Watches >> Wrist Watches >> Now Wrist Watches""]",Flipkart,,Watches,0.0,Economy
"Disney MSFR190-01B Analog Watch  - For Boys, Girls",1350.0,1350.0,"[""Watches >> Wrist Watches >> Disney Wrist Watches""]",Flipkart,,Watches,0.0,Mid-Range
Get Glamr Designer Yuvu Boots,3499.0,2799.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,20.005715918833953,Premium
Remson India Boots,3999.0,1999.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,50.01250312578145,Mid-Range
Jacques Farel KWD2324 Analog Watch  - For Boys,2850.0,1567.0,"[""Watches >> Wrist Watches >> Jacques Farel Wrist Watches""]",Flipkart,,Watches,45.01754385964912,Mid-Range
Salt N Pepper 13-455 Pisa Black Boots,4995.0,3746.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,25.005005005005003,Premium
"Oxter Chrono Blue Italia Analog Watch  - For Men, Boys",999.0,299.0,"[""Watches >> Wrist Watches >> Oxter Wrist Watches""]",Flipkart,,Watches,70.07007007007007,Budget
Klaur Melbourne Boots,3499.0,1574.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,55.01571877679336,Mid-Range
"Positif Pfbk612 Analog Watch  - For Men, Boys",1100.0,800.0,"[""Watches >> Wrist Watches >> Positif Wrist Watches""]",Flipkart,,Watches,27.27272727272727,Economy
"D'SIGNER 688RGM _BRN Analog Watch  - For Men, Boys",8995.0,8545.0,"[""Watches >> Wrist Watches >> D'SIGNER Wrist Watches""]",Flipkart,,Watches,5.00277932184547,Luxury
Salt N Pepper 13-019 Femme Taupe Boots Boots,4195.0,2050.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,51.13230035756854,Mid-Range
"Franck Bella FB127A Analog Watch  - For Boys, Men",1250.0,999.0,"[""Watches >> Wrist Watches >> Franck Bella Wrist Watches""]",Flipkart,,Watches,20.080000000000002,Economy
Get Glamr Stylish Boots,1999.0,499.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,75.03751875937968,Budget
"Felix 3541 W-S METAL Analog Watch  - For Boys, Girls",1350.0,555.0,"[""Watches >> Wrist Watches >> Felix Wrist Watches""]",Flipkart,,Watches,58.88888888888889,Economy
"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys",1499.0,999.0,"[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",Flipkart,,Watches,33.3555703802535,Economy
Do Bhai Boots,799.0,699.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,12.51564455569462,Economy
"Vizion 8502-4BLUE Sports Series Digital Watch  - For Boys, Girls",1095.0,595.0,"[""Watches >> Wrist Watches >> Vizion Wrist Watches""]",Flipkart,,Watches,45.662100456621005,Economy
Sam Stefy Boots,1050.0,449.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,57.23809523809524,Budget
TEN TEN Women's Tan Mid Length Boots Boots,4495.0,1895.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,57.8420467185762,Mid-Range
Get Glamr Dazzle Boots,3499.0,499.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,85.73878250928837,Budget
"Jack Klein Goldjack Analog Watch  - For Boys, Men",1999.0,262.0,"[""Watches >> Wrist Watches >> Jack Klein Wrist Watches""]",Flipkart,,Watches,86.89344672336168,Budget
Dearfoams Boots,1820.0,1820.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,0.0,Mid-Range
"fastrack 38015PL01 Analog Watch  - For Men, Boys",2495.0,2495.0,"[""Watches >> Wrist Watches >> fastrack Wrist Watches""]",Flipkart,,Watches,0.0,Mid-Range
"A Avon PK_504 Analog Watch  - For Men, Boys",2499.0,1249.0,"[""Watches >> Wrist Watches >> A Avon Wrist Watches""]",Flipkart,,Watches,50.020008003201276,Mid-Range
"Franck Bella FB0122DD Analog Watch  - For Men, Boys",1299.0,1039.0,"[""Watches >> Wrist Watches >> Franck Bella Wrist Watches""]",Flipkart,,Watches,20.01539645881447,Mid-Range
Salt N Pepper 12-298 Taupe Boots,4395.0,2150.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,51.080773606370876,Mid-Range
"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",8995.0,7495.0,"[""Watches >> Wrist Watches >> Alfajr Wrist Watches""]",Flipkart,,Watches,16.67593107281823,Luxury
"Sale Funda SFGFU694 Analog Watch  - For Boys, Men",2499.0,599.0,"[""Watches >> Wrist Watches >> Sale Funda Wrist Watches""]",Flipkart,,Watches,76.03041216486595,Economy
"Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls",1990.0,699.0,"[""Watches >> Wrist Watches >> Britex Wrist Watches""]",Flipkart,,Watches,64.87437185929649,Economy
TSG Kelz Boots,2650.0,2650.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,0.0,Premium
"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men",2999.0,995.0,"[""Watches >> Wrist Watches >> 3wish Wrist Watches""]",Flipkart,,Watches,66.82227409136378,Economy
J.D.H. 111-222 Boots,1500.0,599.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,60.06666666666667,Economy
"Disney 98189 Analog Watch  - For Boys, Girls",1800.0,900.0,"[""Watches >> Wrist Watches >> Disney Wrist Watches""]",Flipkart,,Watches,50.0,Economy
Get Glamr Designer Snowra Boots,2799.0,2239.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,20.00714540907467,Mid-Range
"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys",1999.0,849.0,"[""Watches >> Wrist Watches >> Lenco Wrist Watches""]",Flipkart,,Watches,57.5287643821911,Economy
Pinza Black Christmas Boots,3350.0,1900.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,43.28358208955223,Mid-Range
Salt N Pepper 13-552 Rebacca Almond Boots,3495.0,2621.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,25.007153075822604,Premium
"Rockstar R_056 Chrono Analog Watch  - For Men, Boys",1299.0,299.0,"[""Watches >> Wrist Watches >> Rockstar Wrist Watches""]",Flipkart,,Watches,76.98229407236336,Budget
Disney DW100405 Digital Watch  - For Boys,1495.0,1345.0,"[""Watches >> Wrist Watches >> Disney Wrist Watches""]",Flipkart,,Watches,10.033444816053512,Mid-Range
"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",1095.0,595.0,"[""Watches >> Wrist Watches >> Vizion Wrist Watches""]",Flipkart,,Watches,45.662100456621005,Economy
"Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls",795.0,795.0,"[""Watches >> Wrist Watches >> Disney Wrist Watches""]",Flipkart,,Watches,0.0,Economy
"Elantra S 10 Analog Watch  - For Boys, Men",2150.0,950.0,"[""Watches >> Wrist Watches >> Elantra Wrist Watches""]",Flipkart,,Watches,55.81395348837209,Economy
Willy Winkies Black Boots,1499.0,999.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,33.3555703802535,Economy
"Marvel DW100243 Digital Watch  - For Boys, Girls",299.0,299.0,"[""Watches >> Wrist Watches >> Marvel Wrist Watches""]",Flipkart,,Watches,0.0,Budget
DJH Boots,999.0,499.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,50.050050050050054,Budget
"Franck Bella FB123D Analog Watch  - For Men, Boys",1645.0,1316.0,"[""Watches >> Wrist Watches >> Franck Bella Wrist Watches""]",Flipkart,,Watches,20.0,Mid-Range
"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls",1299.0,899.0,"[""Watches >> Wrist Watches >> Skmei Wrist Watches""]",Flipkart,,Watches,30.792917628945343,Economy
Pinza Blue Cowboy Boots,3250.0,1800.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,44.61538461538462,Mid-Range
"Eleganzza Denim Denim Analog Watch  - For Men, Women, Boys, Girls, Couple",1299.0,499.0,"[""Watches >> Wrist Watches >> Eleganzza Wrist Watches""]",Flipkart,,Watches,61.585835257890686,Budget
CatBird Boots,1399.0,999.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,28.591851322373124,Economy
Bruno Manetti 664 Boots,2999.0,1199.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,60.02000666888962,Mid-Range
"Lenco Bdblue Tango Analog Watch  - For Men, Boys",1499.0,599.0,"[""Watches >> Wrist Watches >> Lenco Wrist Watches""]",Flipkart,,Watches,60.04002668445631,Economy
Get Glamr Designer Kuyal Boots,2799.0,2239.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,20.00714540907467,Mid-Range
"Zoop C4040PP03 Digital Watch  - For Boys, Girls",750.0,750.0,"[""Watches >> Wrist Watches >> Zoop Wrist Watches""]",Flipkart,,Watches,0.0,Economy
"Shoppingekart DS0222 Rewin Pack of 3 Digital Watch  - For Boys, Girls, Couple, Men",2399.0,479.0,"[""Watches >> Wrist Watches >> Shoppingekart Wrist Watches""]",Flipkart,,Watches,80.03334722801168,Budget
Stylistry Maxis Sa3228-25relong1712 Boots,2299.0,1599.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,30.44802087864289,Mid-Range
Salt N Pepper 14-475 Dorthea Almond Boots Boots,4695.0,3521.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,25.005324813631525,Premium
"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",6995.0,6645.0,"[""Watches >> Wrist Watches >> D'Signer Wrist Watches""]",Flipkart,,Watches,5.003573981415296,Luxury
"SwissFire 205SM005 Analog Watch  - For Boys, Men",2195.0,1207.0,"[""Watches >> Wrist Watches >> SwissFire Wrist Watches""]",Flipkart,,Watches,45.01138952164009,Mid-Range
"A Avon PK_741 Analog Watch  - For Men, Boys",1299.0,639.0,"[""Watches >> Wrist Watches >> A Avon Wrist Watches""]",Flipkart,,Watches,50.80831408775982,Economy
Carl 3346-1-Cheetablue Boots,2299.0,1149.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,50.021748586341886,Mid-Range
Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,1235.0,1235.0,"[""Watches >> Wrist Watches >> Logues Wrist Watches""]",Flipkart,,Watches,0.0,Mid-Range
Swag 670014 Analog Watch  - For Boys,1499.0,599.0,"[""Watches >> Wrist Watches >> Swag Wrist Watches""]",Flipkart,,Watches,60.04002668445631,Economy
"Zoop C3030PP05 Analog Watch  - For Boys, Girls",650.0,650.0,"[""Watches >> Wrist Watches >> Zoop Wrist Watches""]",Flipkart,,Watches,0.0,Economy
20Dresses Brown Shiver Me Timbers Boots,2795.0,2795.0,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",Flipkart,,Footwear,0.0,Premium
"ezyPRNT ""RH"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1195.0,595.0,"[""Sports & Fitness >> Other Sports >> Golf >> Golf Balls >> ezyPRNT Golf Balls >> ezyPRNT \""RH\"" Golf Ball -   Size: 4.26 cm,  Diame...""]",Flipkart,,Sports & Fitness,50.2092050209205,Economy
"ezyPRNT ""BC"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1195.0,595.0,"[""Sports & Fitness >> Other Sports >> Golf >> Golf Balls >> ezyPRNT Golf Balls >> ezyPRNT \""BC\"" Golf Ball -   Size: 4,  Diameter: 4...""]",Flipkart,,Sports & Fitness,50.2092050209205,Economy
"ezyPRNT ""OL"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1195.0,595.0,"[""Sports & Fitness >> Other Sports >> Golf >> Golf Balls >> ezyPRNT Golf Balls >> ezyPRNT \""OL\"" Golf Ball -   Size: 4.26 cm,  Diame...""]",Flipkart,,Sports & Fitness,50.2092050209205,Economy
"ezyPRNT ""CV"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1195.0,595.0,"[""Sports & Fitness >> Other Sports >> Golf >> Golf Balls >> ezyPRNT Golf Balls >> ezyPRNT \""CV\"" Golf Ball -   Size: 4,  Diameter: 4...""]",Flipkart,,Sports & Fitness,50.2092050209205,Economy
Traditions Printed Protective Men's Gloves,500.0,399.0,"[""Clothing >> Men's Clothing >> Accessories & Combo Sets >> Gloves >> Traditions Gloves >> Traditions Printed Protective Men's Gloves""]",Flipkart,,Clothing,20.200000000000003,Budget
First Choice Cotton Embroidered Diwan Set,2199.0,979.0,"[""Home Furnishing >> Living Room Furnishing >> Diwan Sets >> First Choice Diwan Sets >> First Choice Cotton Embroidered Diwan Set""]",Flipkart,,Home Furnishing,55.47976352887676,Economy
Eccellente Solid Hip Hop Cap,899.0,336.0,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Swim & Beach Wear >> Eccellente Swim & Beach Wear >> Eccellente Solid Hip Hop Cap""]",Flipkart,,Clothing,62.62513904338154,Budget
Nechams Resin Magnetic Magnetic Melamine Small Whiteboards,1799.0,799.0,"[""Pens & Stationery >> Office Supplies >> Boards & Dusters >> Whiteboards >> Nechams Whiteboards >> Nechams Resin Magnetic Magnetic Melamine Small W...""]",Flipkart,,Pens & Stationery,55.58643690939411,Economy
JASPO Thunder Intact Superior Senior Skates Combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years Skating Kit,1399.0,770.0,"[""Sports & Fitness >> Other Sports >> Skating >> Kits >> JASPO Kits >> JASPO Thunder Intact Superior Senior Skates Comb...""]",Flipkart,,Sports & Fitness,44.96068620443174,Economy
Masaba for Magic fairy Girl's Layered Pink Dress,1775.0,1598.0,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Masaba for Magic fairy Dresses >> Masaba for Magic fairy Girl's Layered Pink Dress""]",Flipkart,,Clothing,9.971830985915494,Mid-Range
Momin Libas AK2414 Kashibo Solid Abaya No,3999.0,2398.0,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Abayas & Burqas >> Momin Libas Abayas & Burqas >> Momin Libas AK2414 Kashibo Solid Abaya No (Blue)""]",Flipkart,,Clothing,40.03500875218805,Mid-Range
ACM Pouch for Swipe Elite Plus,990.0,339.0,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Pouches >> ACM Mobile Pouches >> ACM Pouch for Swipe Elite Plus (Black)""]",Flipkart,,Mobiles & Accessories,65.75757575757576,Budget
A R ENTERPRISES musical wlking cow,999.0,299.0,"[""Toys & School Supplies >> Musical Instruments & Toys >> A R ENTERPRISES Musical Instruments & Toys >> A R ENTERPRISES musical wlking cow (Multicolor)""]",Flipkart,,Toys & School Supplies,70.07007007007007,Budget
SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,2199.0,979.0,"[""Home Furnishing >> Living Room Furnishing >> Diwan Sets >> SANTOSH ROYAL FASHION Diwan Sets >> SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set""]",Flipkart,,Home Furnishing,55.47976352887676,Economy
ShoeBuzz Casuals,799.0,247.0,"[""Footwear >> Men's Footwear >> Casual Shoes >> ShoeBuzz Casual Shoes >> ShoeBuzz Casuals""]",Flipkart,,Footwear,69.0863579474343,Budget
Zed Loafers,499.0,499.0,"[""Footwear >> Men's Footwear >> Casual Shoes >> Zed Casual Shoes >> Zed Loafers""]",Flipkart,,Footwear,0.0,Budget
House This Queen Cotton Duvet Cover,1160.0,1160.0,"[""Home Furnishing >> Bed Linen >> Duvet Covers >> House This Duvet Covers >> House This Queen Cotton Duvet Cover (Grey)""]",Flipkart,,Home Furnishing,0.0,Mid-Range
ACM Pouch for Intex Aqua Lions 3g,990.0,339.0,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Pouches >> ACM Mobile Pouches >> ACM Pouch for Intex Aqua Lions 3g (Purple)""]",Flipkart,,Mobiles & Accessories,65.75757575757576,Budget
womaniya Alloy Bracelet,2000.0,1200.0,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets >> womaniya Alloy Bracelet""]",Flipkart,,Jewellery,40.0,Mid-Range
Taj Pearl Alloy Cuff,665.0,399.0,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets >> Taj Pearl Alloy Cuff""]",Flipkart,,Jewellery,40.0,Budget
JASPO Saphire Dual Shoe Skates Combo Size 5 Skating Kit,2299.0,1270.0,"[""Sports & Fitness >> Other Sports >> Skating >> Kits >> JASPO Kits >> JASPO Saphire Dual Shoe Skates Combo Size 5 Skat...""]",Flipkart,,Sports & Fitness,44.75859069160504,Mid-Range
Bento Musical Teddy Bear,199.0,63.0,"[""Toys & School Supplies >> Musical Instruments & Toys >> Bento Musical Instruments & Toys >> Bento Musical Teddy Bear (Multicolor)""]",Flipkart,,Toys & School Supplies,68.34170854271356,Budget
Wake Up Competition Full Sleeve Striped Men's Sweatshirt,1495.0,748.0,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweatshirts >> Wake Up Competition Sweatshirts >> Wake Up Competition Full Sleeve Striped Men's Sw...""]",Flipkart,,Clothing,49.96655518394649,Economy
Cellbazaar Blackberry 8520 WHITE LCD LCD,5000.0,1000.0,"[""Cellbazaar Blackberry 8520 WHITE LCD LCD (YIT-562)""]",Flipkart,,"[""Cellbazaar Blackberry 8520 WHITE LCD LCD (YIT-56",80.0,Economy
Dressberry Gold Synthetic  Clutch,1299.0,1299.0,"[""Dressberry Gold Synthetic  Clutch""]",Flipkart,,"[""Dressberry Gold Synthetic  Clutch""]",0.0,Mid-Range
Mast & Harbour Black Synthetic  Clutch,1899.0,1899.0,"[""Mast & Harbour Black Synthetic  Clutch""]",Flipkart,,"[""Mast & Harbour Black Synthetic  Clutch""]",0.0,Mid-Range
JQR JQR Sports Shoes Running Shoes,1299.0,1299.0,"[""Footwear >> Men's Footwear >> Sports Shoes >> JQR Sports Shoes >> JQR JQR Sports Shoes Running Shoes""]",Flipkart,,Footwear,0.0,Mid-Range
